1950,1,1,0.04125
1950,1,2,0.04125
1950,1,3,0.04125
1950,1,4,0.04125
1950,1,5,0.0375
1950,1,6,0.0375
1950,1,7,0.03525
1950,1,8,0.4875
1950,1,9,0.3525
1950,1,10,0.165
1950,1,11,0.76875
1950,1,12,0.5475
1950,1,13,0.345
1950,1,14,0.23625
1950,1,15,0.2025
1950,1,16,0.18375
1950,1,17,0.16125
1950,1,18,0.16125
1950,1,19,0.24375
1950,1,20,0.22125
1950,1,21,0.2025
1950,1,22,0.2175
1950,1,23,0.26625
1950,1,24,0.2175
1950,1,25,0.16125
1950,1,26,0.11625
1950,1,27,0.0975
1950,1,28,0.09375
1950,1,29,0.0975
1950,1,30,0.09375
1950,1,31,0.07875
1950,2,1,0.07125
1950,2,2,0.0675
1950,2,3,0.06375
1950,2,4,0.06
1950,2,5,0.1275
1950,2,6,4.6125
1950,2,7,1.2225
1950,2,8,0.57375
1950,2,9,0.37875
1950,2,10,0.39
1950,2,11,0.4275
1950,2,12,0.3525
1950,2,13,0.2775
1950,2,14,0.24375
1950,2,15,0.22875
1950,2,16,0.2175
1950,2,17,0.195
1950,2,18,0.18375
1950,2,19,0.17625
1950,2,20,0.1725
1950,2,21,0.16125
1950,2,22,0.15
1950,2,23,0.13875
1950,2,24,0.11625
1950,2,25,0.1125
1950,2,26,0.1125
1950,2,27,0.1125
1950,2,28,0.1125
1950,3,1,0.1125
1950,3,2,0.1125
1950,3,3,0.1125
1950,3,4,0.105
1950,3,5,0.10125
1950,3,6,0.10125
1950,3,7,0.08625
1950,3,8,0.0825
1950,3,9,0.0825
1950,3,10,0.0825
1950,3,11,0.0825
1950,3,12,0.0825
1950,3,13,0.07875
1950,3,14,0.07875
1950,3,15,0.075
1950,3,16,0.075
1950,3,17,0.075
1950,3,18,0.07125
1950,3,19,0.06375
1950,3,20,0.06
1950,3,21,0.06375
1950,3,22,0.05625
1950,3,23,0.04875
1950,3,24,0.105
1950,3,25,0.1575
1950,3,26,0.12375
1950,3,27,0.0975
1950,3,28,0.08625
1950,3,29,0.07875
1950,3,30,0.07125
1950,3,31,0.07125
1950,4,1,0.0675
1950,4,2,0.0675
1950,4,3,0.04875
1950,4,4,0.04125
1950,4,5,0.0375
1950,4,6,0.0375
1950,4,7,0.04125
1950,4,8,0.30375
1950,4,9,0.2775
1950,4,10,0.1875
1950,4,11,0.1275
1950,4,12,0.1275
1950,4,13,0.1425
1950,4,14,0.135
1950,4,15,0.11625
1950,4,16,0.08625
1950,4,17,0.07125
1950,4,18,0.06375
1950,4,19,0.06
1950,4,20,0.05625
1950,4,21,0.04875
1950,4,22,0.04875
1950,4,23,0.04875
1950,4,24,0.04875
1950,4,25,0.04875
1950,4,26,0.04125
1950,4,27,0.04125
1950,4,28,0.0375
1950,4,29,0.03525
1950,4,30,0.04125
1950,5,1,0.033
1950,5,2,0.027375
1950,5,3,0.0255
1950,5,4,0.0255
1950,5,5,0.023625
1950,5,6,0.019125
1950,5,7,0.019125
1950,5,8,0.01275
1950,5,9,0.007125
1950,5,10,0.00525
1950,5,11,0.0045
1950,5,12,0.00375
1950,5,13,0.00375
1950,5,14,0.00375
1950,5,15,0.003375
1950,5,16,0.00375
1950,5,17,0.00375
1950,5,18,0.003375
1950,5,19,0.002625
1950,5,20,0.002625
1950,5,21,0.002625
1950,5,22,0.002625
1950,5,23,0.002625
1950,5,24,0.00225
1950,5,25,0.00225
1950,5,26,0.00225
1950,5,27,0.00225
1950,5,28,0.00225
1950,5,29,0.00225
1950,5,30,0.001875
1950,5,31,0.001875
1950,6,1,0.00225
1950,6,2,0.00225
1950,6,3,0.00225
1950,6,4,0.00225
1950,6,5,0.001875
1950,6,6,0.001875
1950,6,7,0.0015
1950,6,8,0.0015
1950,6,9,0.0015
1950,6,10,0.001125
1950,6,11,0.001125
1950,6,12,0.001125
1950,6,13,0.0015
1950,6,14,0.0015
1950,6,15,0.001125
1950,6,16,0.001125
1950,6,17,0.001125
1950,6,18,0.001125
1950,6,19,0.001125
1950,6,20,0.001125
1950,6,21,0.001125
1950,6,22,0.001125
1950,6,23,0.001125
1950,6,24,0.001125
1950,6,25,0.001125
1950,6,26,0.001125
1950,6,27,0.001125
1950,6,28,0.00075
1950,6,29,0.001125
1950,6,30,0.00075
1950,7,1,0.00075
1950,7,2,0.00075
1950,7,3,0.00075
1950,7,4,0.00075
1950,7,5,0.00075
1950,7,6,0.001125
1950,7,7,0.001125
1950,7,8,0.00075
1950,7,9,0.001125
1950,7,10,0.0015
1950,7,11,0.00075
1950,7,12,0.00075
1950,7,13,0.00075
1950,7,14,0.00075
1950,7,15,0.00075
1950,7,16,0.00075
1950,7,17,0.00075
1950,7,18,0.00075
1950,7,19,0.00075
1950,7,20,0.00075
1950,7,21,0.00075
1950,7,22,0.00075
1950,7,23,0.00075
1950,7,24,0.00075
1950,7,25,0.00075
1950,7,26,0.00075
1950,7,27,0.00075
1950,7,28,0.00075
1950,7,29,0.00075
1950,7,30,0.00075
1950,7,31,0.00075
1950,8,1,0.00075
1950,8,2,0.00075
1950,8,3,0.00075
1950,8,4,0.00075
1950,8,5,0.00075
1950,8,6,0.00075
1950,8,7,0.00075
1950,8,8,0.00075
1950,8,9,0.00075
1950,8,10,0.00075
1950,8,11,0.00075
1950,8,12,0.00075
1950,8,13,0.00075
1950,8,14,0.00075
1950,8,15,0.00075
1950,8,16,0.00075
1950,8,17,0.00075
1950,8,18,0.00075
1950,8,19,0.00075
1950,8,20,0.00075
1950,8,21,0.000375
1950,8,22,0.000375
1950,8,23,0.00075
1950,8,24,0.00075
1950,8,25,0.00075
1950,8,26,0.00075
1950,8,27,0.00075
1950,8,28,0.00075
1950,8,29,0.000375
1950,8,30,0.000375
1950,8,31,0.000375
1950,9,1,0.000375
1950,9,2,0.000375
1950,9,3,0.000375
1950,9,4,0.000375
1950,9,5,0.000375
1950,9,6,0.000375
1950,9,7,0.00075
1950,9,8,0.000375
1950,9,9,0.000375
1950,9,10,0.000375
1950,9,11,0.000375
1950,9,12,0.000375
1950,9,13,0.000375
1950,9,14,0.00075
1950,9,15,0.00075
1950,9,16,0.00075
1950,9,17,0.001125
1950,9,18,0.00075
1950,9,19,0.000375
1950,9,20,0.000375
1950,9,21,0.000375
1950,9,22,0.000375
1950,9,23,0.000375
1950,9,24,0.00075
1950,9,25,0.00075
1950,9,26,0.00075
1950,9,27,0.00075
1950,9,28,0.00075
1950,9,29,0.00075
1950,9,30,0.00075
1950,10,1,0.000375
1950,10,2,0.000375
1950,10,3,0.000375
1950,10,4,0.000375
1950,10,5,0.000375
1950,10,6,0.000375
1950,10,7,0.00075
1950,10,8,0.00075
1950,10,9,0.00075
1950,10,10,0.00075
1950,10,11,0.00075
1950,10,12,0.000375
1950,10,13,0.000375
1950,10,14,0.000375
1950,10,15,0.00075
1950,10,16,0.001125
1950,10,17,0.00075
1950,10,18,0.00075
1950,10,19,0.00075
1950,10,20,0.00075
1950,10,21,0.00075
1950,10,22,0.00075
1950,10,23,0.001125
1950,10,24,0.00075
1950,10,25,0.00075
1950,10,26,0.001125
1950,10,27,0.003
1950,10,28,0.0015
1950,10,29,0.001125
1950,10,30,0.001125
1950,10,31,0.001125
1950,11,1,0.00075
1950,11,2,0.00075
1950,11,3,0.00075
1950,11,4,0.00075
1950,11,5,0.00075
1950,11,6,0.00075
1950,11,7,0.00075
1950,11,8,0.001125
1950,11,9,0.001125
1950,11,10,0.00075
1950,11,11,0.00075
1950,11,12,0.00075
1950,11,13,0.0105
1950,11,14,0.007125
1950,11,15,0.001875
1950,11,16,0.001125
1950,11,17,0.001125
1950,11,18,0.001125
1950,11,19,0.002625
1950,11,20,0.006
1950,11,21,0.007875
1950,11,22,0.0105
1950,11,23,0.006375
1950,11,24,0.003375
1950,11,25,0.003375
1950,11,26,0.003375
1950,11,27,0.00225
1950,11,28,0.0015
1950,11,29,0.0015
1950,11,30,0.0015
1950,12,1,0.0015
1950,12,2,0.0015
1950,12,3,0.0015
1950,12,4,0.0015
1950,12,5,0.0015
1950,12,6,0.0015
1950,12,7,0.001125
1950,12,8,0.001125
1950,12,9,0.001125
1950,12,10,0.001125
1950,12,11,0.001125
1950,12,12,0.001125
1950,12,13,0.001125
1950,12,14,0.001125
1950,12,15,0.00225
1950,12,16,0.00225
1950,12,17,0.0015
1950,12,18,0.001125
1950,12,19,0.001125
1950,12,20,0.001125
1950,12,21,0.001125
1950,12,22,0.001125
1950,12,23,0.001125
1950,12,24,0.001125
1950,12,25,0.001125
1950,12,26,0.001125
1950,12,27,0.001125
1950,12,28,0.001125
1950,12,29,0.001125
1950,12,30,0.001125
1950,12,31,0.001125
1951,1,1,0.001125
1951,1,2,0.001125
1951,1,3,0.001125
1951,1,4,0.001125
1951,1,5,0.001125
1951,1,6,0.00075
1951,1,7,0.00075
1951,1,8,0.00075
1951,1,9,0.00075
1951,1,10,0.006375
1951,1,11,0.033
1951,1,12,0.02925
1951,1,13,0.019125
1951,1,14,0.01275
1951,1,15,0.00975
1951,1,16,0.011625
1951,1,17,0.01275
1951,1,18,0.016875
1951,1,19,0.03075
1951,1,20,0.013875
1951,1,21,0.01275
1951,1,22,0.011625
1951,1,23,0.009
1951,1,24,0.009
1951,1,25,0.009
1951,1,26,0.00975
1951,1,27,0.00975
1951,1,28,0.00975
1951,1,29,0.031125
1951,1,30,0.027375
1951,1,31,0.017625
1951,2,1,0.013875
1951,2,2,0.01275
1951,2,3,0.011625
1951,2,4,0.011625
1951,2,5,0.011625
1951,2,6,0.011625
1951,2,7,0.011625
1951,2,8,0.0105
1951,2,9,0.00975
1951,2,10,0.00975
1951,2,11,0.00675
1951,2,12,0.003375
1951,2,13,0.003
1951,2,14,0.003
1951,2,15,0.00375
1951,2,16,0.0045
